ObjectID,GlobalId,Name,Description,ObjectType,Material,Volume (m³),Surface Area (m²),Top Elevation (m),Bottom Elevation (m)
154188,3foHaAGGn2bQmg7xXzVq1V,Basic Wall:_H-WL-2_7 cm:1130016,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
154274,3foHaAGGn2bQmg7xXzVq1S,Basic Wall:_H-WL-2_7 cm:1130017,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
154360,3foHaAGGn2bQmg7xXzVq1T,Basic Wall:_H-WL-2_7 cm:1130018,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
154446,3foHaAGGn2bQmg7xXzVq6U,Basic Wall:_H-DW-2_12 cm FB120':1130019,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,1.53,27.32,21.68,17.50
154539,3foHaAGGn2bQmg7xXzVq7q,Basic Wall:_H-WL-2_7 cm:1130020,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
154625,3foHaAGGn2bQmg7xXzVq7r,Basic Wall:_H-WL-2_7 cm:1130021,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.18,5.94,21.68,17.50
154711,3foHaAGGn2bQmg7xXzVq7o,Basic Wall:_H-WL-1_3 cm:1130022,N/A,Basic Wall:_H-WL-1_3 cm,No material assigned,0.08,5.89,21.68,17.50
154797,3foHaAGGn2bQmg7xXzVq7p,Basic Wall:_H-WL-2_7 cm:1130023,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
154919,3foHaAGGn2bQmg7xXzVq4C,Basic Wall:_H-WL-2_7 cm:1130024,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.42,12.84,21.68,17.50
155046,3foHaAGGn2bQmg7xXzVq4D,Basic Wall:_H-WL-2_7 cm:1130025,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.42,12.84,21.68,17.50
155137,3foHaAGGn2bQmg7xXzVq4k,Basic Wall:_H-WL-2_7 cm:1130030,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.18,5.69,21.68,17.50
155223,3foHaAGGn2bQmg7xXzVq4g,Basic Wall:_H-WL-2_7 cm:1130031,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.18,5.69,21.68,17.50
155377,3foHaAGGn2bQmg7xXzVqX6,Basic Wall:_H-WL-2_7 cm:1130069,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.30,9.26,21.68,17.50
155463,3foHaAGGn2bQmg7xXzVqX2,Basic Wall:_H-WL-2_7 cm:1130070,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.24,7.56,21.68,17.50
155549,3foHaAGGn2bQmg7xXzVqXE,Basic Wall:_H-WL-2_7 cm:1130071,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.24,7.64,21.68,17.50
155635,3foHaAGGn2bQmg7xXzVqc6,Basic Wall:_H-DW-2_12 cm FB120':1130075,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,0.94,18.10,21.73,17.50
155728,3foHaAGGn2bQmg7xXzVqub,Basic Wall:_H-WL-2_7 cm:1130116,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.19,6.11,21.68,17.50
155814,3foHaAGGn2bQmg7xXzVquX,Basic Wall:_H-WL-2_7 cm:1130117,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
155900,3foHaAGGn2bQmg7xXzVquj,Basic Wall:_H-WL-2_7 cm:1130118,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.17,5.52,21.68,17.50
155986,3foHaAGGn2bQmg7xXzVqv1,Basic Wall:_H-WL-2_7 cm:1130119,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
156072,3foHaAGGn2bQmg7xXzVqvE,Basic Wall:_H-WL-2_7 cm:1130120,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.18,5.94,21.68,17.50
156158,3foHaAGGn2bQmg7xXzVqvF,Basic Wall:_H-WL-1_3 cm:1130121,N/A,Basic Wall:_H-WL-1_3 cm,No material assigned,0.08,5.89,21.68,17.50
156244,3foHaAGGn2bQmg7xXzVqvC,Basic Wall:_H-WL-2_7 cm:1130122,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
156330,3foHaAGGn2bQmg7xXzVqvi,Basic Wall:_H-WL-2_7 cm:1130123,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.19,6.11,21.68,17.50
156416,3foHaAGGn2bQmg7xXzVqvj,Basic Wall:_H-WL-2_7 cm:1130124,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
156502,3foHaAGGn2bQmg7xXzVqvg,Basic Wall:_H-WL-2_7 cm:1130125,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.17,5.52,21.68,17.50
156588,3foHaAGGn2bQmg7xXzVqvh,Basic Wall:_H-WL-2_7 cm:1130126,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
156674,3foHaAGGn2bQmg7xXzVqve,Basic Wall:_H-WL-2_7 cm:1130127,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.18,5.94,21.68,17.50
156760,3foHaAGGn2bQmg7xXzVqvf,Basic Wall:_H-WL-1_3 cm:1130128,N/A,Basic Wall:_H-WL-1_3 cm,No material assigned,0.08,5.89,21.68,17.50
156846,3foHaAGGn2bQmg7xXzVq_M,Basic Wall:_H-WL-2_7 cm:1130129,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
156932,3foHaAGGn2bQmg7xXzVq_O,Basic Wall:_H-WL-2_7 cm:1130130,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.23,7.13,21.68,17.50
157018,3foHaAGGn2bQmg7xXzVq_P,Basic Wall:_H-WL-2_7 cm:1130131,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
157164,3foHaAGGn2bQmg7xXzVq_6,Basic Wall:_H-WL-2_7 cm:1130132,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.17,5.52,21.68,17.50
157250,3foHaAGGn2bQmg7xXzVq_7,Basic Wall:_H-WL-2_7 cm:1130133,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
157336,3foHaAGGn2bQmg7xXzVq_4,Basic Wall:_H-WL-2_7 cm:1130134,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.18,5.94,21.68,17.50
157422,3foHaAGGn2bQmg7xXzVq_5,Basic Wall:_H-WL-1_3 cm:1130135,N/A,Basic Wall:_H-WL-1_3 cm,No material assigned,0.08,5.89,21.68,17.50
157508,3foHaAGGn2bQmg7xXzVq_2,Basic Wall:_H-WL-2_7 cm:1130136,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
157594,3foHaAGGn2bQmg7xXzVqyO,Basic Wall:_H-DW-2_12 cm FB120':1130137,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,1.44,26.00,21.68,17.50
157800,2O96DxttL5JhqCn_UBrQm3,Basic Wall:_H-WL-2_7 cm:1130359,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.14,4.37,29.20,26.50
157885,2O96DxttL5JhqCn_UBrQmC,Basic Wall:_H-WL-2_7 cm:1130360,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.12,3.87,29.20,26.50
157970,2O96DxttL5JhqCn_UBrTeD,Basic Wall:_H-DW-1_12 cm:1132921,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.15,37.88,30.63,26.50
158056,2O96DxttL5JhqCn_UBrT$M,Basic Wall:_H-DW-2_12 cm FB120':1133730,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,2.27,39.92,30.63,26.50
158149,2O96DxttL5JhqCn_UBrT$N,Basic Wall:_H-DW-2_12 cm FB120':1133731,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,0.59,11.11,30.68,26.50
158242,0dIsu46wb2rAikZ5674dhJ,Basic Wall:_H-WL-2_7 cm:1133780,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
158328,0dIsu46wb2rAikZ5674dhG,Basic Wall:_H-WL-2_7 cm:1133781,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
158414,0dIsu46wb2rAikZ5674dhH,Basic Wall:_H-WL-2_7 cm:1133782,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.18,5.69,21.68,17.50
158500,0dIsu46wb2rAikZ5674dhX,Basic Wall:_H-WL-2_7 cm:1133784,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
158586,0dIsu46wb2rAikZ5674dhk,Basic Wall:_H-WL-2_7 cm:1133785,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
158672,0dIsu46wb2rAikZ5674dhl,Basic Wall:_H-WL-2_7 cm:1133786,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.18,5.69,21.68,17.50
158758,0dIsu46wb2rAikZ5674dhm,Basic Wall:_H-WL-2_7 cm:1133788,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.19,6.11,21.68,17.50
158844,0dIsu46wb2rAikZ5674dhn,Basic Wall:_H-WL-2_7 cm:1133789,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.18,5.69,21.68,17.50
158930,0dIsu46wb2rAikZ5674diu,Basic Wall:_H-WL-2_7 cm:1133791,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
159016,0dIsu46wb2rAikZ5674div,Basic Wall:_H-WL-2_7 cm:1133792,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
159102,0dIsu46wb2rAikZ5674dj6,Basic Wall:_H-WL-2_7 cm:1133793,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.18,5.69,21.68,17.50
159188,0dIsu46wb2rAikZ5674dkS,Basic Wall:_H-WL-2_7 cm:1133801,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.26,8.02,21.68,17.50
159274,0dIsu46wb2rAikZ5674dkO,Basic Wall:_H-WL-2_7 cm:1133802,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.22,6.96,21.68,17.50
159632,0dIsu46wb2rAikZ5674W1J,Basic Wall:_H-WL-2_7 cm:1133856,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.21,6.79,21.68,17.50
159718,0dIsu46wb2rAikZ5674W1V,Basic Wall:_H-WL-2_7 cm:1133857,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.24,7.56,21.68,17.50
159914,0dIsu46wb2rAikZ5674W1R,Basic Wall:_H-WL-2_7 cm:1133858,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.19,6.20,21.68,17.50
160068,0dIsu46wb2rAikZ5674WqC,Basic Wall:_H-WL-2_7 cm:1133878,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.21,6.71,21.68,17.50
160154,0dIsu46wb2rAikZ5674Wq8,Basic Wall:_H-WL-2_7 cm:1133879,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.25,7.77,21.68,17.50
160240,0dIsu46wb2rAikZ5674WqK,Basic Wall:_H-WL-2_7 cm:1133880,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.23,7.13,21.68,17.50
160326,0dIsu46wb2rAikZ5674WqG,Basic Wall:_H-WL-2_7 cm:1133881,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.23,7.17,21.68,17.50
160412,0dIsu46wb2rAikZ5674WsS,Basic Wall:_H-DW-2_12 cm FB120':1133882,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,3.14,55.50,21.68,17.50
160505,0dIsu46wb2rAikZ5674Wur,Basic Wall:_H-WL-2_7 cm:1133886,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.26,8.15,21.68,17.50
160591,0dIsu46wb2rAikZ5674Wun,Basic Wall:_H-WL-2_7 cm:1133887,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.19,6.15,21.68,17.50
160677,0dIsu46wb2rAikZ5674Wuz,Basic Wall:_H-WL-2_7 cm:1133888,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.19,6.15,21.68,17.50
160763,0dIsu46wb2rAikZ5674Wv6,Basic Wall:_H-WL-2_7 cm:1133889,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.39,11.81,21.68,17.50
160849,0dIsu46wb2rAikZ5674Wv7,Basic Wall:_H-WL-2_7 cm:1133890,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
160935,0dIsu46wb2rAikZ5674Wv4,Basic Wall:_H-WL-2_7 cm:1133891,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.39,11.81,21.68,17.50
161021,0dIsu46wb2rAikZ5674Wv5,Basic Wall:_H-WL-2_7 cm:1133892,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
161107,0dIsu46wb2rAikZ5674WvG,Basic Wall:_H-WL-1_3 cm:1133893,N/A,Basic Wall:_H-WL-1_3 cm,No material assigned,0.17,11.37,21.68,17.50
161193,0dIsu46wb2rAikZ5674WvH,Basic Wall:_H-WL-2_7 cm:1133894,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
161279,0dIsu46wb2rAikZ5674WvU,Basic Wall:_H-WL-2_7 cm:1133895,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.39,11.81,21.68,17.50
161365,0dIsu46wb2rAikZ5674WvV,Basic Wall:_H-WL-2_7 cm:1133896,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.18,5.94,21.68,17.50
161451,0dIsu46wb2rAikZ5674Wvk,Basic Wall:_H-WL-1_3 cm:1133897,N/A,Basic Wall:_H-WL-1_3 cm,No material assigned,0.08,5.89,21.68,17.50
161537,0dIsu46wb2rAikZ5674Wvl,Basic Wall:_H-WL-2_7 cm:1133898,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
161623,0dIsu46wb2rAikZ5674Wvi,Basic Wall:_H-WL-2_7 cm:1133899,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
161709,0dIsu46wb2rAikZ5674Wvj,Basic Wall:_H-WL-2_7 cm:1133900,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.18,5.94,21.68,17.50
161795,0dIsu46wb2rAikZ5674Wvy,Basic Wall:_H-WL-2_7 cm:1133901,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
161881,0dIsu46wb2rAikZ5674Wvz,Basic Wall:_H-WL-2_7 cm:1133902,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
161967,0dIsu46wb2rAikZ5674Wvw,Basic Wall:_H-WL-2_7 cm:1133903,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
162053,0dIsu46wb2rAikZ5674Wvx,Basic Wall:_H-WL-2_7 cm:1133904,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
162139,0dIsu46wb2rAikZ5674WwN,Basic Wall:_H-DW-2_12 cm FB120':1133905,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,5.54,97.84,21.80,17.50
162345,0dIsu46wb2rAikZ5674WwJ,Basic Wall:_H-DW-1_12 cm:1133906,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,3.05,53.36,21.73,17.50
162558,0dIsu46wb2rAikZ5674WwV,Basic Wall:_H-DW-1_12 cm:1133907,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.92,16.85,21.73,17.50
162644,0dIsu46wb2rAikZ5674Wxn,Basic Wall:_H-DW-1_12 cm:1133910,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.25,51.26,21.68,17.50
162730,0dIsu46wb2rAikZ5674WXm,Basic Wall:_H-DW-1_12 cm:1133915,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.98,53.71,21.68,17.50
162893,0dIsu46wb2rAikZ5674WlW,Basic Wall:_H-DW-1_12 cm:1134566,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.96,51.72,21.68,17.50
162979,0dIsu46wb2rAikZ5674Wli,Basic Wall:_H-DW-1_12 cm:1134570,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.74,31.98,21.68,17.50
163151,0dIsu46wb2rAikZ5674Wlr,Basic Wall:_H-DW-1_12 cm:1134579,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.74,31.98,21.68,17.50
163323,0dIsu46wb2rAikZ5674Wlz,Basic Wall:_H-DW-1_12 cm:1134587,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,3.34,59.14,21.68,17.50
163486,0dIsu46wb2rAikZ5674Wlv,Basic Wall:_H-DW-1_12 cm:1134591,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.43,48.51,21.68,17.50
163682,0dIsu46wb2rAikZ5674XHj,Basic Wall:_H-DW-1_12 cm:1134699,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.77,31.29,21.73,17.50
163768,0dIsu46wb2rAikZ5674XJ2,Basic Wall:_H-WL-2_7 cm:1134788,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.17,5.60,21.68,17.50
163854,0dIsu46wb2rAikZ5674XJ3,Basic Wall:_H-WL-2_7 cm:1134789,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.26,8.15,21.68,17.50
163940,0dIsu46wb2rAikZ5674XJ0,Basic Wall:_H-WL-2_7 cm:1134790,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.15,5.01,21.68,17.50
164026,0dIsu46wb2rAikZ5674XJ1,Basic Wall:_H-WL-2_7 cm:1134791,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,1.02,30.17,21.68,17.50
164112,0dIsu46wb2rAikZ5674XKB,Basic Wall:_H-DW-1_12 cm:1134861,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.43,8.33,21.68,17.50
164198,0dIsu46wb2rAikZ5674XNu,Basic Wall:_H-DW-1_12 cm:1135102,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.56,10.69,21.68,17.50
164284,0dIsu46wb2rAikZ5674XAr,Basic Wall:_H-DW-1_12 cm:1136307,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.78,14.63,21.68,17.50
164532,0VEhyeKJ9EzA2H2vFdn0oH,Basic Wall:_H-DW-2_12 cm FB120':1137050,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,1.29,23.16,20.61,17.50
164626,0VEhyeKJ9EzA2H2vFdn0od,Basic Wall:_H-DW-1_12 cm:1137068,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.19,38.75,20.45,17.50
164712,0VEhyeKJ9EzA2H2vFdn0op,Basic Wall:_H-DW-2_12 cm FB120':1137080,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,0.50,10.19,20.55,17.50
164805,0VEhyeKJ9EzA2H2vFdn0pt,Basic Wall:_H-DW-1_12 cm:1137148,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.56,10.45,20.55,17.50
165192,0VEhyeKJ9EzA2H2vFdn0uP,Basic Wall:_H-WL-2_7 cm:1137426,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.14,4.47,20.45,17.50
165278,0VEhyeKJ9EzA2H2vFdn0uT,Basic Wall:_H-WL-2_7 cm:1137430,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.14,4.47,20.45,17.50
165364,0VEhyeKJ9EzA2H2vFdn0uH,Basic Wall:_H-WL-2_7 cm:1137434,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.12,4.04,20.45,17.50
165450,0VEhyeKJ9EzA2H2vFdn0vw,Basic Wall:_H-WL-2_7 cm:1137521,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.14,4.47,20.45,17.50
165536,0VEhyeKJ9EzA2H2vFdn0vv,Basic Wall:_H-WL-2_7 cm:1137522,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.14,4.47,20.45,17.50
165622,0VEhyeKJ9EzA2H2vFdn0vu,Basic Wall:_H-WL-2_7 cm:1137523,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.12,4.04,20.45,17.50
165708,0VEhyeKJ9EzA2H2vFdn0v$,Basic Wall:_H-WL-2_7 cm:1137524,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.14,4.62,20.55,17.50
165801,0VEhyeKJ9EzA2H2vFdn0v_,Basic Wall:_H-WL-2_7 cm:1137525,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.13,4.13,20.55,17.50
165894,0VEhyeKJ9EzA2H2vFdn0vz,Basic Wall:_H-WL-2_7 cm:1137526,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.10,4.01,20.55,17.50
165980,0VEhyeKJ9EzA2H2vFdn0vo,Basic Wall:_H-WL-2_7 cm:1137529,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.18,5.86,21.68,17.50
166066,0VEhyeKJ9EzA2H2vFdn0vn,Basic Wall:_H-WL-2_7 cm:1137530,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
166152,0VEhyeKJ9EzA2H2vFdn0vm,Basic Wall:_H-WL-2_7 cm:1137531,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.17,5.52,21.68,17.50
166238,0VEhyeKJ9EzA2H2vFdn0vt,Basic Wall:_H-WL-1_3 cm:1137532,N/A,Basic Wall:_H-WL-1_3 cm,No material assigned,0.08,5.89,21.68,17.50
166324,0VEhyeKJ9EzA2H2vFdn0w0,Basic Wall:_H-WL-2_7 cm:1137547,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
166410,0VEhyeKJ9EzA2H2vFdn0w7,Basic Wall:_H-WL-2_7 cm:1137548,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.39,11.81,21.68,17.50
166496,0VEhyeKJ9EzA2H2vFdn0w6,Basic Wall:_H-WL-2_7 cm:1137549,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.18,5.94,21.68,17.50
166582,0VEhyeKJ9EzA2H2vFdn0w5,Basic Wall:_H-WL-1_3 cm:1137550,N/A,Basic Wall:_H-WL-1_3 cm,No material assigned,0.17,11.37,21.68,17.50
166668,0VEhyeKJ9EzA2H2vFdn0wj,Basic Wall:_H-WL-2_7 cm:1137574,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.16,5.18,21.68,17.50
166754,0VEhyeKJ9EzA2H2vFdn0wi,Basic Wall:_H-DW-1_12 cm:1137575,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.50,9.70,21.33,17.50
167006,0VEhyeKJ9EzA2H2vFdn0Wf,Basic Wall:_H-WL-2_7 cm:1137954,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.14,4.58,21.68,17.50
167092,0VEhyeKJ9EzA2H2vFdn0We,Basic Wall:_H-WL-2_7 cm:1137955,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.13,4.40,21.68,17.50
167178,0VEhyeKJ9EzA2H2vFdn0W_,Basic Wall:_H-WL-2_7 cm:1137973,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.20,6.28,21.68,17.50
167264,0VEhyeKJ9EzA2H2vFdn0Wz,Basic Wall:_H-WL-2_7 cm:1137974,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.12,3.99,21.68,17.50
167350,18q871JzTAshaH3is0hdSG,Basic Wall:_H-DW-1_12 cm:1137991,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.44,8.82,21.33,17.50
167436,1ZJ7td4IvAGu4KNfpiQXvk,Basic Wall:_H-DW-2_12 cm FB120':1145098,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,1.27,22.76,30.68,26.50
167529,1ZJ7td4IvAGu4KNfpiQXxg,Basic Wall:_H-DW-2_12 cm FB120':1145099,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,0.86,16.80,30.68,26.50
167622,1ZJ7td4IvAGu4KNfpiQW2$,Basic Wall:_H-DW-2_12 cm FB120':1145110,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,0.76,15.08,30.68,26.50
167715,1ZJ7td4IvAGu4KNfpiQWDc,Basic Wall:_H-WL-2_7 cm:1145123,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.13,4.15,29.20,26.50
167800,1ZJ7td4IvAGu4KNfpiQWDZ,Basic Wall:_H-WL-2_7 cm:1145124,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.13,4.26,29.20,26.50
167885,1ZJ7td4IvAGu4KNfpiQWFa,Basic Wall:_H-BW-1 + H-WL-1:1145125,N/A,Basic Wall:_H-BW-1 + H-WL-1,No material assigned,3.56,37.31,30.68,26.50
167978,1ZJ7td4IvAGu4KNfpiQWFB,Basic Wall:_H-DW-1_12 cm:1145126,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.08,36.69,30.68,26.50
168064,1ZJ7td4IvAGu4KNfpiQWE9,Basic Wall:_H-BW-1 + H-WL-1:1145127,N/A,Basic Wall:_H-BW-1 + H-WL-1,No material assigned,2.44,27.88,30.68,26.50
168217,1ZJ7td4IvAGu4KNfpiQW8h,Basic Wall:_H-DW-2_12 cm FB120':1145128,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,1.11,21.88,30.68,26.50
168310,1ZJ7td4IvAGu4KNfpiQWBv,Basic Wall:_H-BW-1 + H-WL-1:1145129,N/A,Basic Wall:_H-BW-1 + H-WL-1,No material assigned,2.07,22.92,30.68,26.50
168463,1ZJ7td4IvAGu4KNfpiQWAv,Basic Wall:_H-DW-2_12 cm FB120':1145130,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,6.07,105.16,30.63,26.50
168556,1ZJ7td4IvAGu4KNfpiQWLh,Basic Wall:_H-BW-1 + H-WL-1:1145131,N/A,Basic Wall:_H-BW-1 + H-WL-1,No material assigned,3.22,33.98,30.68,26.50
168649,1ZJ7td4IvAGu4KNfpiQWNb,Basic Wall:_H-DW-1_12 cm:1145132,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,5.54,97.63,30.63,26.50
168795,1ZJ7td4IvAGu4KNfpiQWMz,Basic Wall:_H-BW-1 + H-WL-1:1145133,N/A,Basic Wall:_H-BW-1 + H-WL-1,No material assigned,3.90,40.77,30.68,26.43
168957,1ZJ7td4IvAGu4KNfpiQWG5,Basic Wall:_H-BW-1 + H-WL-1:1145134,N/A,Basic Wall:_H-BW-1 + H-WL-1,No material assigned,3.90,40.77,30.68,26.43
169051,1ZJ7td4IvAGu4KNfpiQWJm,Basic Wall:_H-DW-1_12 cm:1145135,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.15,37.88,30.63,26.50
